"ε/E = 1.00e+002"
5.148001 -5.066118e-004 1.207460e-001
5.160001 -4.995800e-004 1.201850e-001
5.172001 -4.926618e-004 1.196280e-001
5.184001 -4.858552e-004 1.190748e-001
5.196001 -4.791582e-004 1.185254e-001
5.208001 -4.725686e-004 1.179799e-001
5.220001 -4.660845e-004 1.174380e-001
5.232001 -4.597040e-004 1.169000e-001
5.244001 -4.534252e-004 1.163656e-001
5.256001 -4.472463e-004 1.158348e-001
5.268001 -4.411654e-004 1.153077e-001
5.280001 -4.351808e-004 1.147842e-001
5.292001 -4.292907e-004 1.142642e-001
5.304001 -4.234935e-004 1.137477e-001
5.316001 -4.177874e-004 1.132348e-001
5.328001 -4.121708e-004 1.127253e-001
5.340001 -4.066422e-004 1.122192e-001
5.352001 -4.011999e-004 1.117166e-001
5.364001 -3.958424e-004 1.112173e-001
5.376001 -3.905683e-004 1.107213e-001
5.388001 -3.853759e-004 1.102287e-001
5.400001 -3.802640e-004 1.097393e-001
5.412001 -3.752309e-004 1.092532e-001
5.424001 -3.702755e-004 1.087703e-001
5.436001 -3.653963e-004 1.082906e-001
5.448001 -3.605919e-004 1.078141e-001
5.460001 -3.558611e-004 1.073407e-001
5.472001 -3.512025e-004 1.068705e-001
5.484001 -3.466150e-004 1.064033e-001
5.496001 -3.420973e-004 1.059391e-001
5.508001 -3.376481e-004 1.054780e-001
5.520001 -3.332663e-004 1.050199e-001
5.532001 -3.289507e-004 1.045648e-001
5.544001 -3.247002e-004 1.041126e-001
5.556001 -3.205136e-004 1.036634e-001
5.568001 -3.163899e-004 1.032170e-001
5.580001 -3.123280e-004 1.027736e-001
5.592001 -3.083268e-004 1.023330e-001
5.604001 -3.043853e-004 1.018952e-001
5.616001 -3.005024e-004 1.014602e-001
5.628001 -2.966773e-004 1.010280e-001
5.640001 -2.929088e-004 1.005985e-001
5.652001 -2.891961e-004 1.001718e-001
5.664001 -2.855382e-004 9.974780e-002
5.676001 -2.819341e-004 9.932648e-002
5.688001 -2.783830e-004 9.890782e-002
5.700001 -2.748841e-004 9.849181e-002
5.712001 -2.714363e-004 9.807841e-002
5.724001 -2.680388e-004 9.766761e-002
5.736001 -2.646909e-004 9.725939e-002
5.748001 -2.613917e-004 9.685372e-002
5.760001 -2.581404e-004 9.645058e-002
5.772001 -2.549362e-004 9.604996e-002
5.784001 -2.517783e-004 9.565182e-002
5.796001 -2.486659e-004 9.525616e-002
5.808001 -2.455983e-004 9.486295e-002
5.820001 -2.425748e-004 9.447216e-002
5.832001 -2.395947e-004 9.408379e-002
5.844001 -2.366572e-004 9.369780e-002
5.856001 -2.337616e-004 9.331419e-002
5.868001 -2.309073e-004 9.293293e-002
5.880001 -2.280935e-004 9.255400e-002
5.892001 -2.253197e-004 9.217738e-002
5.904001 -2.225852e-004 9.180305e-002
5.916001 -2.198893e-004 9.143101e-002
5.928001 -2.172314e-004 9.106122e-002
5.940001 -2.146110e-004 9.069366e-002
5.952001 -2.120274e-004 9.032833e-002
5.964001 -2.094799e-004 8.996520e-002
5.976001 -2.069682e-004 8.960426e-002
5.988001 -2.044915e-004 8.924548e-002


"ε/E = 1.60e-001"
0.000001 3.141590e+000 6.400000e+011
0.012001 3.113827e+000 4.443704e+003
0.024001 3.086062e+000 1.111019e+003
0.036001 3.058290e+000 4.937997e+002
0.048001 3.030509e+000 2.777662e+002
0.060001 3.002717e+000 1.777719e+002
0.072001 2.974910e+000 1.234534e+002
0.084001 2.947086e+000 9.070079e+001
0.096001 2.919241e+000 6.944300e+001
0.108001 2.891372e+000 5.486867e+001
0.120001 2.863477e+000 4.444370e+001
0.132001 2.835552e+000 3.673039e+001
0.144001 2.807594e+000 3.086377e+001
0.156001 2.779601e+000 2.629815e+001
0.168001 2.751569e+000 2.267547e+001
0.180001 2.723495e+000 1.975287e+001
0.192001 2.695376e+000 1.736093e+001
0.204001 2.667208e+000 1.537855e+001
0.216001 2.638989e+000 1.371729e+001
0.228001 2.610715e+000 1.231137e+001
0.240001 2.582382e+000 1.111102e+001
0.252001 2.553988e+000 1.007803e+001
0.264001 2.525529e+000 9.182667e+000
0.276001 2.497001e+000 8.401535e+000
0.288001 2.468402e+000 7.715996e+000
0.300001 2.439726e+000 7.111064e+000
0.312001 2.410971e+000 6.574580e+000
0.324001 2.382133e+000 6.096594e+000
0.336001 2.353208e+000 5.668900e+000
0.348001 2.324192e+000 5.284684e+000
0.360001 2.295082e+000 4.938244e+000
0.372001 2.265872e+000 4.624787e+000
0.384001 2.236560e+000 4.340255e+000
0.396001 2.207140e+000 4.081196e+000
0.408001 2.177608e+000 3.844656e+000
0.420001 2.147960e+000 3.628101e+000
0.432001 2.118192e+000 3.429339e+000
0.444001 2.088299e+000 3.246475e+000
0.456001 2.058275e+000 3.077857e+000
0.468001 2.028116e+000 2.922042e+000
0.480001 1.997817e+000 2.777766e+000
0.492001 1.967373e+000 2.643918e+000
0.504001 1.936779e+000 2.519516e+000
0.516001 1.906028e+000 2.403692e+000
0.528001 1.875116e+000 2.295675e+000
0.540001 1.844036e+000 2.194779e+000
0.552001 1.812782e+000 2.100391e+000
0.564001 1.781349e+000 2.011964e+000
0.576001 1.749730e+000 1.929006e+000
0.588001 1.717919e+000 1.851074e+000
0.600001 1.685908e+000 1.777772e+000
0.612001 1.653692e+000 1.708739e+000
0.624001 1.621262e+000 1.643650e+000
0.636001 1.588611e+000 1.582211e+000
0.648001 1.555732e+000 1.524153e+000
0.660001 1.522617e+000 1.469233e+000
0.672001 1.489258e+000 1.417229e+000
0.684001 1.455646e+000 1.367938e+000
0.696001 1.421774e+000 1.321175e+000
0.708001 1.387631e+000 1.276769e+000
0.720001 1.353210e+000 1.234564e+000
0.732001 1.318500e+000 1.194419e+000
0.744001 1.283492e+000 1.156200e+000
0.756001 1.248177e+000 1.119787e+000
0.768001 1.212544e+000 1.085067e+000
0.780001 1.176583e+000 1.051937e+000
0.792001 1.140283e+000 1.020301e+000
0.804001 1.103634e+000 9.900720e-001
0.816001 1.066626e+000 9.611664e-001
0.828001 1.029247e+000 9.335084e-001
0.840001 9.914874e-001 9.070273e-001
0.852001 9.533357e-001 8.816572e-001
0.864001 9.147819e-001 8.573368e-001
0.876001 8.758160e-001 8.340091e-001
0.888001 8.364286e-001 8.116206e-001
0.900001 7.966112e-001 7.901217e-001
0.912001 7.563563e-001 7.694658e-001
0.924001 7.156578e-001 7.496095e-001
0.936001 6.745118e-001 7.305120e-001
0.948001 6.329164e-001 7.121351e-001
0.960001 5.908733e-001 6.944430e-001
0.972001 5.483878e-001 6.774021e-001
0.984001 5.054705e-001 6.609809e-001
0.996001 4.621380e-001 6.451496e-001
1.008001 4.184149e-001 6.298803e-001
1.020001 3.743355e-001 6.151468e-001
1.032001 3.299458e-001 6.009243e-001
1.044001 2.853065e-001 5.871893e-001
1.056001 2.404963e-001 5.739199e-001
1.068001 1.956151e-001 5.610953e-001
1.080001 1.507886e-001 5.486958e-001
1.092001 1.061727e-001 5.367029e-001
1.104001 6.195870e-002 5.250988e-001
1.116001 1.837738e-002 5.138671e-001
1.128001 -2.429654e-002 5.029919e-001
1.140001 -6.574239e-002 4.924584e-001
1.152001 -1.055941e-001 4.822522e-001
1.164001 -1.434452e-001 4.723602e-001
1.176001 -1.788601e-001 4.627694e-001
1.188001 -2.113920e-001 4.534677e-001
1.200001 -2.406094e-001 4.444437e-001
1.212001 -2.661284e-001 4.356864e-001
1.224001 -2.876476e-001 4.271854e-001
1.236001 -3.049812e-001 4.189308e-001
1.248001 -3.180824e-001 4.109132e-001
1.260001 -3.270524e-001 4.031236e-001
1.272001 -3.321323e-001 3.955534e-001
1.284001 -3.336787e-001 3.881944e-001
1.296001 -3.321293e-001 3.810389e-001
1.308001 -3.279637e-001 3.740794e-001
1.320001 -3.216676e-001 3.673089e-001
1.332001 -3.137038e-001 3.607205e-001
1.344001 -3.044920e-001 3.543079e-001
1.356001 -2.943987e-001 3.480647e-001
1.368001 -2.837325e-001 3.419851e-001
1.380001 -2.727466e-001 3.360634e-001
1.392001 -2.616427e-001 3.302941e-001
1.404001 -2.505781e-001 3.246722e-001
1.416001 -2.396724e-001 3.191926e-001
1.428001 -2.290138e-001 3.138506e-001
1.440001 -2.186655e-001 3.086415e-001
1.452001 -2.086704e-001 3.035611e-001
1.464001 -1.990562e-001 2.986051e-001
1.476001 -1.898383e-001 2.937695e-001
1.488001 -1.810228e-001 2.890504e-001
1.500001 -1.726091e-001 2.844441e-001
1.512001 -1.645916e-001 2.799470e-001
1.524001 -1.569608e-001 2.755557e-001
1.536001 -1.497048e-001 2.712670e-001
1.548001 -1.428101e-001 2.670776e-001
1.560001 -1.362619e-001 2.629845e-001
1.572001 -1.300451e-001 2.589848e-001
1.584001 -1.241441e-001 2.550757e-001
1.596001 -1.185436e-001 2.512544e-001
1.608001 -1.132284e-001 2.475183e-001
1.620001 -1.081838e-001 2.438650e-001
1.632001 -1.033955e-001 2.402919e-001
1.644001 -9.884992e-002 2.367968e-001
1.656001 -9.453386e-002 2.333774e-001
1.668001 -9.043487e-002 2.300315e-001
1.680001 -8.654107e-002 2.267571e-001
1.692001 -8.284121e-002 2.235521e-001
1.704001 -7.932465e-002 2.204146e-001
1.716001 -7.598131e-002 2.173426e-001
1.728001 -7.280168e-002 2.143345e-001
1.740001 -6.977680e-002 2.113883e-001
1.752001 -6.689822e-002 2.085025e-001
1.764001 -6.415797e-002 2.056754e-001
1.776001 -6.154854e-002 2.029054e-001
1.788001 -5.906287e-002 2.001910e-001
1.800001 -5.669431e-002 1.975306e-001
1.812001 -5.443660e-002 1.949230e-001
1.824001 -5.228384e-002 1.923667e-001
1.836001 -5.023048e-002 1.898603e-001
1.848001 -4.827128e-002 1.874026e-001
1.860001 -4.640133e-002 1.849923e-001
1.872001 -4.461599e-002 1.826282e-001
1.884001 -4.291089e-002 1.803091e-001
1.896001 -4.128190e-002 1.780340e-001
1.908001 -3.972514e-002 1.758016e-001
1.920001 -3.823696e-002 1.736109e-001
1.932001 -3.681390e-002 1.714610e-001
1.944001 -3.545269e-002 1.693507e-001
1.956001 -3.415026e-002 1.672792e-001
1.968001 -3.290372e-002 1.652454e-001
1.980001 -3.171030e-002 1.632485e-001
1.992001 -3.056743e-002 1.612876e-001
2.004001 -2.947265e-002 1.593618e-001
2.016001 -2.842364e-002 1.574702e-001
2.028001 -2.741821e-002 1.556122e-001
2.040001 -2.645430e-002 1.537869e-001
2.052001 -2.552994e-002 1.519934e-001
2.064001 -2.464326e-002 1.502312e-001
2.076001 -2.379252e-002 1.484995e-001
2.088001 -2.297605e-002 1.467975e-001
2.100001 -2.219226e-002 1.451246e-001
2.112001 -2.143966e-002 1.434801e-001
2.124001 -2.071683e-002 1.418635e-001
2.136001 -2.002242e-002 1.402740e-001
2.148001 -1.935515e-002 1.387110e-001
2.160001 -1.871382e-002 1.371741e-001
2.172001 -1.809726e-002 1.356625e-001
2.184001 -1.750438e-002 1.341758e-001
2.196001 -1.693414e-002 1.327134e-001
2.208001 -1.638555e-002 1.312748e-001
2.220001 -1.585768e-002 1.298595e-001
2.232001 -1.534963e-002 1.284669e-001
2.244001 -1.486054e-002 1.270966e-001
2.256001 -1.438961e-002 1.257481e-001
2.268001 -1.393607e-002 1.244209e-001
2.280001 -1.349918e-002 1.231147e-001
2.292001 -1.307825e-002 1.218289e-001
2.304001 -1.267261e-002 1.205632e-001
2.316001 -1.228162e-002 1.193170e-001
2.328001 -1.190468e-002 1.180901e-001
2.340001 -1.154122e-002 1.168821e-001
2.352001 -1.119068e-002 1.156924e-001
2.364001 -1.085253e-002 1.145209e-001
2.376001 -1.052629e-002 1.133670e-001
2.388001 -1.021146e-002 1.122305e-001
2.400001 -9.907597e-003 1.111110e-001
2.412001 -9.614260e-003 1.100082e-001
2.424001 -9.331034e-003 1.089217e-001
2.436001 -9.057520e-003 1.078512e-001
2.448001 -8.793339e-003 1.067964e-001
2.460001 -8.538127e-003 1.057571e-001
2.472001 -8.291536e-003 1.047328e-001
2.484001 -8.053235e-003 1.037233e-001
2.496001 -7.822904e-003 1.027284e-001
2.508001 -7.600240e-003 1.017477e-001
2.520001 -7.384952e-003 1.007810e-001
2.532001 -7.176761e-003 9.982797e-002
2.544001 -6.975399e-003 9.888842e-002
2.556001 -6.780612e-003 9.796207e-002
2.568001 -6.592153e-003 9.704867e-002
2.580001 -6.409790e-003 9.614799e-002
2.592001 -6.233296e-003 9.525980e-002
2.604001 -6.062457e-003 9.438385e-002
2.616001 -5.897066e-003 9.351993e-002
2.628001 -5.736924e-003 9.266781e-002
2.640001 -5.581841e-003 9.182729e-002
2.652001 -5.431636e-003 9.099816e-002
2.664001 -5.286133e-003 9.018020e-002
2.676001 -5.145164e-003 8.937323e-002
2.688001 -5.008568e-003 8.857703e-002
2.700001 -4.876191e-003 8.779143e-002
2.712001 -4.747884e-003 8.701623e-002
2.724001 -4.623505e-003 8.625126e-002
2.736001 -4.502915e-003 8.549633e-002
2.748001 -4.385984e-003 8.475127e-002
2.760001 -4.272585e-003 8.401590e-002
2.772001 -4.162596e-003 8.329007e-002
2.784001 -4.055901e-003 8.257360e-002
2.796001 -3.952387e-003 8.186633e-002
2.808001 -3.851945e-003 8.116811e-002
2.820001 -3.754473e-003 8.047879e-002
2.832001 -3.659869e-003 7.979821e-002
2.844001 -3.568038e-003 7.912623e-002
2.856001 -3.478886e-003 7.846270e-002
2.868001 -3.392326e-003 7.780748e-002
2.880001 -3.308270e-003 7.716044e-002
2.892001 -3.226637e-003 7.652143e-002
2.904001 -3.147346e-003 7.589033e-002
2.916001 -3.070322e-003 7.526701e-002
2.928001 -2.995490e-003 7.465133e-002
2.940001 -2.922779e-003 7.404317e-002
2.952001 -2.852121e-003 7.344242e-002
2.964001 -2.783449e-003 7.284895e-002
2.976001 -2.716701e-003 7.226264e-002
2.988001 -2.651814e-003 7.168338e-002
3.000001 -2.588729e-003 7.111106e-002
3.012001 -2.527390e-003 7.054557e-002
3.024001 -2.467741e-003 6.998680e-002
3.036001 -2.409729e-003 6.943463e-002
3.048001 -2.353303e-003 6.888898e-002
3.060001 -2.298414e-003 6.834974e-002
3.072001 -2.245013e-003 6.781680e-002
3.084001 -2.193056e-003 6.729007e-002
3.096001 -2.142497e-003 6.676945e-002
3.108001 -2.093294e-003 6.625485e-002
3.120001 -2.045404e-003 6.574618e-002
3.132001 -1.998789e-003 6.524334e-002
3.144001 -1.953410e-003 6.474625e-002
3.156001 -1.909228e-003 6.425482e-002
3.168001 -1.866209e-003 6.376896e-002
3.180001 -1.824317e-003 6.328860e-002
3.192001 -1.783519e-003 6.281364e-002
3.204001 -1.743781e-003 6.234400e-002
3.216001 -1.705074e-003 6.187962e-002
3.228001 -1.667365e-003 6.142040e-002
3.240001 -1.630627e-003 6.096628e-002
3.252001 -1.594830e-003 6.051717e-002
3.264001 -1.559947e-003 6.007301e-002
3.276001 -1.525951e-003 5.963372e-002
3.288001 -1.492817e-003 5.919923e-002
3.300001 -1.460519e-003 5.876948e-002
3.312001 -1.429035e-003 5.834438e-002
3.324001 -1.398339e-003 5.792388e-002
3.336001 -1.368411e-003 5.750792e-002
3.348001 -1.339227e-003 5.709641e-002
3.360001 -1.310767e-003 5.668931e-002
3.372001 -1.283011e-003 5.628654e-002
3.384001 -1.255938e-003 5.588806e-002
3.396001 -1.229530e-003 5.549379e-002
3.408001 -1.203767e-003 5.510367e-002
3.420001 -1.178632e-003 5.471766e-002
3.432001 -1.154108e-003 5.433569e-002
3.444001 -1.130177e-003 5.395770e-002
3.456001 -1.106823e-003 5.358365e-002
3.468001 -1.084031e-003 5.321347e-002
3.480001 -1.061784e-003 5.284711e-002
3.492001 -1.040069e-003 5.248452e-002
3.504001 -1.018870e-003 5.212566e-002
3.516001 -9.981734e-004 5.177046e-002
3.528001 -9.779659e-004 5.141888e-002
3.540001 -9.582342e-004 5.107086e-002
3.552001 -9.389656e-004 5.072637e-002
3.564001 -9.201476e-004 5.038536e-002
3.576001 -9.017683e-004 5.004777e-002
3.588001 -8.838160e-004 4.971356e-002
3.600001 -8.662794e-004 4.938269e-002
3.612001 -8.491475e-004 4.905511e-002
3.624001 -8.324097e-004 4.873078e-002
3.636001 -8.160556e-004 4.840965e-002
3.648001 -8.000753e-004 4.809169e-002
3.660001 -7.844589e-004 4.777686e-002
3.672001 -7.691971e-004 4.746510e-002
3.684001 -7.542807e-004 4.715638e-002
3.696001 -7.397007e-004 4.685067e-002
3.708001 -7.254486e-004 4.654792e-002
3.720001 -7.115159e-004 4.624810e-002
3.732001 -6.978944e-004 4.595116e-002
3.744001 -6.845762e-004 4.565707e-002
3.756001 -6.715537e-004 4.536580e-002
3.768001 -6.588194e-004 4.507731e-002
3.780001 -6.463659e-004 4.479156e-002
3.792001 -6.341863e-004 4.450851e-002
3.804001 -6.222737e-004 4.422815e-002
3.816001 -6.106213e-004 4.395042e-002
3.828001 -5.992228e-004 4.367530e-002
3.840001 -5.880718e-004 4.340276e-002
3.852001 -5.771621e-004 4.313275e-002
3.864001 -5.664879e-004 4.286527e-002
3.876001 -5.560434e-004 4.260026e-002
3.888001 -5.458229e-004 4.233770e-002
3.900001 -5.358209e-004 4.207756e-002
3.912001 -5.260321e-004 4.181981e-002
3.924001 -5.164514e-004 4.156442e-002
3.936001 -5.070736e-004 4.131137e-002
3.948001 -4.978940e-004 4.106062e-002
3.960001 -4.889076e-004 4.081214e-002
3.972001 -4.801100e-004 4.056591e-002
3.984001 -4.714965e-004 4.032191e-002
3.996001 -4.630628e-004 4.008010e-002
4.008001 -4.548046e-004 3.984046e-002
4.020001 -4.467178e-004 3.960296e-002
4.032001 -4.387982e-004 3.936758e-002
4.044001 -4.310420e-004 3.913429e-002
4.056001 -4.234452e-004 3.890307e-002
4.068001 -4.160043e-004 3.867389e-002
4.080001 -4.087154e-004 3.844673e-002
4.092001 -4.015751e-004 3.822157e-002
4.104001 -3.945800e-004 3.799838e-002
4.116001 -3.877266e-004 3.777714e-002
4.128001 -3.810117e-004 3.755782e-002
4.140001 -3.744321e-004 3.734041e-002
4.152001 -3.679847e-004 3.712488e-002
4.164001 -3.616665e-004 3.691121e-002
4.176001 -3.554745e-004 3.669938e-002
4.188001 -3.494058e-004 3.648937e-002
4.200001 -3.434577e-004 3.628116e-002
4.212001 -3.376274e-004 3.607473e-002
4.224001 -3.319122e-004 3.587005e-002
4.236001 -3.263096e-004 3.566711e-002
4.248001 -3.208171e-004 3.546588e-002
4.260001 -3.154321e-004 3.526635e-002
4.272001 -3.101522e-004 3.506851e-002
4.284001 -3.049752e-004 3.487232e-002
4.296001 -2.998988e-004 3.467778e-002
4.308001 -2.949207e-004 3.448485e-002
4.320001 -2.900387e-004 3.429354e-002
4.332001 -2.852507e-004 3.410381e-002
4.344001 -2.805547e-004 3.391565e-002
4.356001 -2.759487e-004 3.372904e-002
4.368001 -2.714307e-004 3.354397e-002
4.380001 -2.669987e-004 3.336042e-002
4.392001 -2.626509e-004 3.317838e-002
4.404001 -2.583855e-004 3.299781e-002
4.416001 -2.542008e-004 3.281872e-002
4.428001 -2.500949e-004 3.264108e-002
4.440001 -2.460661e-004 3.246488e-002
4.452001 -2.421129e-004 3.229011e-002
4.464001 -2.382336e-004 3.211674e-002
4.476001 -2.344266e-004 3.194476e-002
4.488001 -2.306904e-004 3.177416e-002
4.500001 -2.270235e-004 3.160492e-002
4.512001 -2.234244e-004 3.143704e-002
4.524001 -2.198917e-004 3.127048e-002
4.536001 -2.164240e-004 3.110525e-002
4.548001 -2.130200e-004 3.094132e-002
4.560001 -2.096782e-004 3.077869e-002
4.572001 -2.063975e-004 3.061733e-002
4.584001 -2.031765e-004 3.045724e-002
4.596001 -2.000140e-004 3.029840e-002
4.608001 -1.969088e-004 3.014080e-002
4.620001 -1.938596e-004 2.998443e-002
4.632001 -1.908655e-004 2.982927e-002
4.644001 -1.879251e-004 2.967532e-002
4.656001 -1.850375e-004 2.952255e-002
4.668001 -1.822015e-004 2.937096e-002
4.680001 -1.794160e-004 2.922053e-002
4.692001 -1.766802e-004 2.907126e-002
4.704001 -1.739929e-004 2.892312e-002
4.716001 -1.713531e-004 2.877612e-002
4.728001 -1.687600e-004 2.863023e-002
4.740001 -1.662125e-004 2.848545e-002
4.752001 -1.637098e-004 2.834177e-002
4.764001 -1.612509e-004 2.819917e-002
4.776001 -1.588351e-004 2.805764e-002
4.788001 -1.564613e-004 2.791718e-002
4.800001 -1.541288e-004 2.777777e-002
4.812001 -1.518368e-004 2.763940e-002
4.824001 -1.495845e-004 2.750206e-002
4.836001 -1.473711e-004 2.736574e-002
4.848001 -1.451957e-004 2.723043e-002
4.860001 -1.430578e-004 2.709613e-002
4.872001 -1.409565e-004 2.696282e-002
4.884001 -1.388911e-004 2.683048e-002
4.896001 -1.368609e-004 2.669912e-002
4.908001 -1.348653e-004 2.656872e-002
4.920001 -1.329035e-004 2.643928e-002
4.932001 -1.309750e-004 2.631078e-002
4.944001 -1.290790e-004 2.618321e-002
4.956001 -1.272150e-004 2.605657e-002
4.968001 -1.253823e-004 2.593084e-002
4.980001 -1.235803e-004 2.580603e-002
4.992001 -1.218085e-004 2.568211e-002
5.004001 -1.200662e-004 2.555908e-002
5.016001 -1.183529e-004 2.543693e-002
5.028001 -1.166681e-004 2.531566e-002
5.040001 -1.150113e-004 2.519525e-002
5.052001 -1.133818e-004 2.507570e-002
5.064001 -1.117791e-004 2.495700e-002
5.076001 -1.102029e-004 2.483914e-002
5.088001 -1.086525e-004 2.472211e-002
5.100001 -1.071275e-004 2.460591e-002
5.112001 -1.056274e-004 2.449053e-002
5.124001 -1.041518e-004 2.437595e-002
5.136001 -1.027001e-004 2.426218e-002
5.148001 -1.012721e-004 2.414920e-002
5.160001 -9.986708e-005 2.403701e-002
5.172001 -9.848480e-005 2.392560e-002
5.184001 -9.712478e-005 2.381496e-002
5.196001 -9.578663e-005 2.370509e-002
5.208001 -9.446994e-005 2.359597e-002
5.220001 -9.317432e-005 2.348761e-002
5.232001 -9.189938e-005 2.337999e-002
5.244001 -9.064475e-005 2.327311e-002
5.256001 -8.941005e-005 2.316696e-002
5.268001 -8.819494e-005 2.306154e-002
5.280001 -8.699904e-005 2.295683e-002
5.292001 -8.582202e-005 2.285284e-002
5.304001 -8.466354e-005 2.274955e-002
5.316001 -8.352327e-005 2.264696e-002
5.328001 -8.240087e-005 2.254506e-002
5.340001 -8.129603e-005 2.244385e-002
5.352001 -8.020843e-005 2.234331e-002
5.364001 -7.913777e-005 2.224346e-002
5.376001 -7.808375e-005 2.214427e-002
5.388001 -7.704607e-005 2.204574e-002
5.400001 -7.602445e-005 2.194787e-002
5.412001 -7.501859e-005 2.185064e-002
5.424001 -7.402823e-005 2.175407e-002
5.436001 -7.305309e-005 2.165813e-002
5.448001 -7.209289e-005 2.156282e-002
5.460001 -7.114739e-005 2.146815e-002
5.472001 -7.021633e-005 2.137409e-002
5.484001 -6.929946e-005 2.128065e-002
5.496001 -6.839652e-005 2.118782e-002
5.508001 -6.750727e-005 2.109560e-002
5.520001 -6.663149e-005 2.100398e-002
5.532001 -6.576893e-005 2.091296e-002
5.544001 -6.491937e-005 2.082252e-002
5.556001 -6.408259e-005 2.073268e-002
5.568001 -6.325836e-005 2.064341e-002
5.580001 -6.244648e-005 2.055471e-002
5.592001 -6.164673e-005 2.046659e-002
5.604001 -6.085889e-005 2.037903e-002
5.616001 -6.008279e-005 2.029204e-002
5.628001 -5.931820e-005 2.020559e-002
5.640001 -5.856495e-005 2.011971e-002
5.652001 -5.782282e-005 2.003436e-002
5.664001 -5.709165e-005 1.994956e-002
5.676001 -5.637124e-005 1.986530e-002
5.688001 -5.566142e-005 1.978156e-002
5.700001 -5.496200e-005 1.969836e-002
5.712001 -5.427281e-005 1.961568e-002
5.724001 -5.359369e-005 1.953352e-002
5.736001 -5.292446e-005 1.945188e-002
5.748001 -5.226495e-005 1.937074e-002
5.760001 -5.161502e-005 1.929012e-002
5.772001 -5.097449e-005 1.920999e-002
5.784001 -5.034323e-005 1.913036e-002
5.796001 -4.972106e-005 1.905123e-002
5.808001 -4.910784e-005 1.897259e-002
5.820001 -4.850343e-005 1.889443e-002
5.832001 -4.790769e-005 1.881676e-002
5.844001 -4.732045e-005 1.873956e-002
5.856001 -4.674160e-005 1.866284e-002
5.868001 -4.617100e-005 1.858659e-002
5.880001 -4.560851e-005 1.851080e-002
5.892001 -4.505399e-005 1.843548e-002
5.904001 -4.450732e-005 1.836061e-002
5.916001 -4.396838e-005 1.828620e-002
5.928001 -4.343704e-005 1.821224e-002
5.940001 -4.291317e-005 1.813873e-002
5.952001 -4.239666e-005 1.806567e-002
5.964001 -4.188739e-005 1.799304e-002
5.976001 -4.138524e-005 1.792085e-002
5.988001 -4.089010e-005 1.784910e-002


"ε/E = 3.20e-002"
0.000001 3.141590e+000 1.280000e+011
0.012001 3.109812e+000 8.887408e+002
0.024001 3.078030e+000 2.222037e+002
0.036001 3.046239e+000 9.875995e+001
0.048001 3.014436e+000 5.555324e+001
0.060001 2.982616e+000 3.555437e+001
0.072001 2.950776e+000 2.469067e+001
0.084001 2.918910e+000 1.814016e+001
0.096001 2.887015e+000 1.388860e+001
0.108001 2.855086e+000 1.097373e+001
0.120001 2.823120e+000 8.888741e+000
0.132001 2.791111e+000 7.346078e+000
0.144001 2.759055e+000 6.172754e+000
0.156001 2.726949e+000 5.259630e+000
0.168001 2.694787e+000 4.535093e+000
0.180001 2.662565e+000 3.950573e+000
0.192001 2.630279e+000 3.472186e+000
0.204001 2.597924e+000 3.075710e+000
0.216001 2.565495e+000 2.743459e+000
0.228001 2.532988e+000 2.462274e+000
0.240001 2.500397e+000 2.222204e+000
0.252001 2.467719e+000 2.015605e+000
0.264001 2.434948e+000 1.836533e+000
0.276001 2.402079e+000 1.680307e+000
0.288001 2.369108e+000 1.543199e+000
0.300001 2.336028e+000 1.422213e+000
0.312001 2.302836e+000 1.314916e+000
0.324001 2.269524e+000 1.219319e+000
0.336001 2.236089e+000 1.133780e+000
0.348001 2.202525e+000 1.056937e+000
0.360001 2.168826e+000 9.876488e-001
0.372001 2.134986e+000 9.249575e-001
0.384001 2.101000e+000 8.680510e-001
0.396001 2.066862e+000 8.162391e-001
0.408001 2.032566e+000 7.689313e-001
0.420001 1.998105e+000 7.256201e-001
0.432001 1.963475e+000 6.858679e-001
0.444001 1.928667e+000 6.492950e-001
0.456001 1.893677e+000 6.155713e-001
0.468001 1.858498e+000 5.844083e-001
0.480001 1.823123e+000 5.555532e-001
0.492001 1.787546e+000 5.287836e-001
0.504001 1.751760e+000 5.039033e-001
0.516001 1.715759e+000 4.807385e-001
0.528001 1.679536e+000 4.591351e-001
0.540001 1.643084e+000 4.389559e-001
0.552001 1.606397e+000 4.200783e-001
0.564001 1.569468e+000 4.023928e-001
0.576001 1.532292e+000 3.858011e-001
0.588001 1.494861e+000 3.702149e-001
0.600001 1.457171e+000 3.555544e-001
0.612001 1.419215e+000 3.417478e-001
0.624001 1.380988e+000 3.287300e-001
0.636001 1.342486e+000 3.164422e-001
0.648001 1.303704e+000 3.048306e-001
0.660001 1.264640e+000 2.938467e-001
0.672001 1.225291e+000 2.834459e-001
0.684001 1.185656e+000 2.735877e-001
0.696001 1.145735e+000 2.642349e-001
0.708001 1.105531e+000 2.553537e-001
0.720001 1.065048e+000 2.469129e-001
0.732001 1.024293e+000 2.388838e-001
0.744001 9.832740e-001 2.312400e-001
0.756001 9.420053e-001 2.239573e-001
0.768001 9.005035e-001 2.170133e-001
0.780001 8.587904e-001 2.103874e-001
0.792001 8.168933e-001 2.040603e-001
0.804001 7.748461e-001 1.980144e-001
0.816001 7.326898e-001 1.922333e-001
0.828001 6.904743e-001 1.867017e-001
